Date,Population,Region
2021-03-17,1929,far north east
2021-03-17,3172,north west
2021-03-17,3382,north central
2021-03-17,1218,north east
2021-03-17,7794,saskatoon
2021-03-17,558,central west
2021-03-17,1352,central east
2021-03-17,6393,regina
2021-03-17,632,south west
2021-03-17,837,south central
2021-03-17,1183,south east
2021-03-17,30970,total
2021-03-18,2115,far north west
2021-03-18,351,far north central
2021-03-18,1930,far north east
2021-03-18,3176,north west
2021-03-18,3389,north central
2021-03-18,1221,north east
2021-03-18,7809,saskatoon
2021-03-18,560,central west
2021-03-18,1357,central east
2021-03-18,6458,regina
2021-03-18,635,south west
2021-03-18,840,south central
2021-03-18,1191,south east
2021-03-18,31085,total
2021-03-19,2115,far north west
2021-03-19,351,far north central
2021-03-19,1933,far north east
2021-03-19,3184,north west
2021-03-19,3398,north central
2021-03-19,1232,north east
2021-03-19,7830,saskatoon
2021-03-19,561,central west
2021-03-19,1369,central east
2021-03-19,6544,regina
2021-03-19,639,south west
2021-03-19,846,south central
2021-03-19,1202,south east
2021-03-19,31259,total
2021-03-20,2121,far north west
2021-03-20,351,far north central
2021-03-20,1935,far north east
2021-03-20,3193,north west
2021-03-20,3413,north central
2021-03-20,1237,north east
2021-03-20,7859,saskatoon
2021-03-20,563,central west
2021-03-20,1381,central east
2021-03-20,6640,regina
2021-03-20,639,south west
2021-03-20,858,south central
2021-03-20,1220,south east
2021-03-20,31459,total
2021-03-21,2122,far north west
2021-03-21,351,far north central
2021-03-21,1936,far north east
2021-03-21,3201,north west
2021-03-21,3428,north central
2021-03-21,1244,north east
2021-03-21,7878,saskatoon
2021-03-21,564,central west
2021-03-21,1387,central east
2021-03-21,6745,regina
2021-03-21,639,south west
2021-03-21,861,south central
2021-03-21,1230,south east
2021-03-21,31637,total
2021-03-22,2126,far north west
2021-03-22,351,far north central
2021-03-22,1947,far north east
2021-03-22,3207,north west
2021-03-22,3441,north central
2021-03-22,1253,north east
2021-03-22,7906,saskatoon
2021-03-22,565,central west
2021-03-22,1394,central east
2021-03-22,6847,regina
2021-03-22,640,south west
2021-03-22,873,south central
2021-03-22,1237,south east
2021-03-22,31842,total
2021-03-23,2127,far north west
2021-03-23,352,far north central
2021-03-23,1948,far north east
2021-03-23,3216,north west
2021-03-23,3450,north central
2021-03-23,1265,north east
2021-03-23,7913,saskatoon
2021-03-23,565,central west
2021-03-23,1402,central east
2021-03-23,6940,regina
2021-03-23,641,south west
2021-03-23,876,south central
2021-03-23,1243,south east
2021-03-23,31991,total
2021-03-24,2134,far north west
2021-03-24,352,far north central
2021-03-24,1949,far north east
2021-03-24,3226,north west
2021-03-24,3452,north central
2021-03-24,1269,north east
2021-03-24,7939,saskatoon
2021-03-24,565,central west
2021-03-24,1407,central east
2021-03-24,7056,regina
2021-03-24,642,south west
2021-03-24,878,south central
2021-03-24,1252,south east
2021-03-24,32181,total
2021-03-25,2137,far north west
2021-03-25,352,far north central
2021-03-25,1951,far north east
2021-03-25,3230,north west
2021-03-25,3456,north central
2021-03-25,1270,north east
2021-03-25,7963,saskatoon
2021-03-25,568,central west
2021-03-25,1426,central east
2021-03-25,7127,regina
2021-03-25,642,south west
2021-03-25,890,south central
2021-03-25,1277,south east
2021-03-25,32346,total
2021-03-26,2141,far north west
2021-03-26,352,far north central
2021-03-26,1968,far north east
2021-03-26,3243,north west
2021-03-26,3454,north central
2021-03-26,1278,north east
2021-03-26,7997,saskatoon
2021-03-26,569,central west
2021-03-26,1429,central east
2021-03-26,7233,regina
2021-03-26,642,south west
2021-03-26,904,south central
2021-03-26,1290,south east
2021-03-26,32559,total
2021-03-27,2145,far north west
2021-03-27,352,far north central
2021-03-27,1970,far north east
2021-03-27,3254,north west
2021-03-27,3463,north central
2021-03-27,1292,north east
2021-03-27,8025,saskatoon
2021-03-27,573,central west
2021-03-27,1432,central east
2021-03-27,7357,regina
2021-03-27,642,south west
2021-03-27,922,south central
2021-03-27,1301,south east
2021-03-27,32783,total
2021-03-28,2149,far north west
2021-03-28,352,far north central
2021-03-28,1974,far north east
2021-03-28,3258,north west
2021-03-28,3479,north central
2021-03-28,1296,north east
2021-03-28,8049,saskatoon
2021-03-28,574,central west
2021-03-28,1442,central east
2021-03-28,7487,regina
2021-03-28,643,south west
2021-03-28,939,south central
2021-03-28,1333,south east
2021-03-28,33031,total
2021-03-29,2151,far north west
2021-03-29,352,far north central
2021-03-29,1980,far north east
2021-03-29,3267,north west
2021-03-29,3489,north central
2021-03-29,1307,north east
2021-03-29,8071,saskatoon
2021-03-29,578,central west
2021-03-29,1448,central east
2021-03-29,7588,regina
2021-03-29,644,south west
2021-03-29,949,south central
2021-03-29,1349,south east
2021-03-29,33234,total
2021-03-30,2152,far north west
2021-03-30,352,far north central
2021-03-30,1983,far north east
2021-03-30,3270,north west
2021-03-30,3490,north central
2021-03-30,1309,north east
2021-03-30,8095,saskatoon
2021-03-30,580,central west
2021-03-30,1459,central east
2021-03-30,7679,regina
2021-03-30,644,south west
2021-03-30,969,south central
2021-03-30,1355,south east
2021-03-30,33399,total
2021-03-31,2152,far north west
2021-03-31,352,far north central
2021-03-31,1984,far north east
2021-03-31,3275,north west
2021-03-31,3497,north central
2021-03-31,1312,north east
2021-03-31,8115,saskatoon
2021-03-31,580,central west
2021-03-31,1474,central east
2021-03-31,7777,regina
2021-03-31,650,south west
2021-03-31,989,south central
2021-03-31,1370,south east
2021-03-31,33590,total
2021-04-01,2152,far north west
2021-04-01,352,far north central
2021-04-01,1987,far north east
2021-04-01,3275,north west
2021-04-01,3507,north central
2021-04-01,1322,north east
2021-04-01,8129,saskatoon
2021-04-01,581,central west
2021-04-01,1479,central east
2021-04-01,7896,regina
2021-04-01,651,south west
2021-04-01,1002,south central
2021-04-01,1398,south east
2021-04-01,33789,total
2021-04-02,2153,far north west
2021-04-02,352,far north central
2021-04-02,1990,far north east
2021-04-02,3289,north west
2021-04-02,3519,north central
2021-04-02,1331,north east
2021-04-02,8165,saskatoon
2021-04-02,581,central west
2021-04-02,1487,central east
2021-04-02,8009,regina
2021-04-02,651,south west
2021-04-02,1024,south central
2021-04-02,1429,south east
2021-04-02,34043,total
2021-04-03,2159,far north west
2021-04-03,352,far north central
2021-04-03,1991,far north east
2021-04-03,3308,north west
2021-04-03,3522,north central
2021-04-03,1342,north east
2021-04-03,8216,saskatoon
2021-04-03,582,central west
2021-04-03,1497,central east
2021-04-03,8136,regina
2021-04-03,657,south west
2021-04-03,1044,south central
2021-04-03,1453,south east
2021-04-03,34324,total
2021-04-04,2159,far north west
2021-04-04,352,far north central
2021-04-04,1998,far north east
2021-04-04,3315,north west
2021-04-04,3526,north central
2021-04-04,1348,north east
2021-04-04,8243,saskatoon
2021-04-04,582,central west
2021-04-04,1510,central east
2021-04-04,8248,regina
2021-04-04,661,south west
2021-04-04,1059,south central
2021-04-04,1479,south east
2021-04-04,34544,total
2021-04-05,2162,far north west
2021-04-05,352,far north central
2021-04-05,1998,far north east
2021-04-05,3323,north west
2021-04-05,3530,north central
2021-04-05,1352,north east
2021-04-05,8287,saskatoon
2021-04-05,583,central west
2021-04-05,1522,central east
2021-04-05,8358,regina
2021-04-05,662,south west
2021-04-05,1079,south central
2021-04-05,1489,south east
2021-04-05,34761,total
2021-04-06,2167,far north west
2021-04-06,352,far north central
2021-04-06,1998,far north east
2021-04-06,3334,north west
2021-04-06,3533,north central
2021-04-06,1354,north east
2021-04-06,8317,saskatoon
2021-04-06,583,central west
2021-04-06,1539,central east
2021-04-06,8457,regina
2021-04-06,663,south west
2021-04-06,1093,south central
2021-04-06,1525,south east
2021-04-06,34981,total
2021-04-07,2171,far north west
2021-04-07,352,far north central
2021-04-07,2000,far north east
2021-04-07,3343,north west
2021-04-07,3536,north central
2021-04-07,1354,north east
2021-04-07,8360,saskatoon
2021-04-07,583,central west
2021-04-07,1551,central east
2021-04-07,8532,regina
2021-04-07,666,south west
2021-04-07,1108,south central
2021-04-07,1548,south east
2021-04-07,35171,total
2021-04-08,2175,far north west
2021-04-08,353,far north central
2021-04-08,2004,far north east
2021-04-08,3346,north west
2021-04-08,3540,north central
2021-04-08,1359,north east
2021-04-08,8392,saskatoon
2021-04-08,584,central west
2021-04-08,1560,central east
2021-04-08,8626,regina
2021-04-08,672,south west
2021-04-08,1129,south central
2021-04-08,1571,south east
2021-04-08,35376,total
2021-04-09,2181,far north west
2021-04-09,353,far north central
2021-04-09,2004,far north east
2021-04-09,3391,north west
2021-04-09,3554,north central
2021-04-09,1366,north east
2021-04-09,8456,saskatoon
2021-04-09,587,central west
2021-04-09,1579,central east
2021-04-09,8734,regina
2021-04-09,676,south west
2021-04-09,1137,south central
2021-04-09,1634,south east
2021-04-09,35748,total
2021-04-10,2187,far north west
2021-04-10,353,far north central
2021-04-10,2006,far north east
2021-04-10,3402,north west
2021-04-10,3560,north central
2021-04-10,1370,north east
2021-04-10,8491,saskatoon
2021-04-10,589,central west
2021-04-10,1586,central east
2021-04-10,8826,regina
2021-04-10,686,south west
2021-04-10,1156,south central
2021-04-10,1664,south east
2021-04-10,35983,total
2021-04-11,2194,far north west
2021-04-11,353,far north central
2021-04-11,2008,far north east
2021-04-11,3425,north west
2021-04-11,3568,north central
2021-04-11,1376,north east
2021-04-11,8569,saskatoon
2021-04-11,593,central west
2021-04-11,1598,central east
2021-04-11,8946,regina
2021-04-11,689,south west
2021-04-11,1173,south central
2021-04-11,1701,south east
2021-04-11,36305,total
2021-04-12,2198,far north west
2021-04-12,353,far north central
2021-04-12,2011,far north east
2021-04-12,3442,north west
2021-04-12,3577,north central
2021-04-12,1377,north east
2021-04-12,8643,saskatoon
2021-04-12,609,central west
2021-04-12,1620,central east
2021-04-12,9044,regina
2021-04-12,699,south west
2021-04-12,1190,south central
2021-04-12,1722,south east
2021-04-12,36604,total
2021-04-13,2202,far north west
2021-04-13,353,far north central
2021-04-13,2011,far north east
2021-04-13,3473,north west
2021-04-13,3584,north central
2021-04-13,1380,north east
2021-04-13,8688,saskatoon
2021-04-13,611,central west
2021-04-13,1642,central east
2021-04-13,9162,regina
2021-04-13,717,south west
2021-04-13,1208,south central
2021-04-13,1741,south east
2021-04-13,36892,total
2021-04-14,2207,far north west
2021-04-14,353,far north central
2021-04-14,2011,far north east
2021-04-14,3494,north west
2021-04-14,3586,north central
2021-04-14,1382,north east
2021-04-14,8728,saskatoon
2021-04-14,611,central west
2021-04-14,1655,central east
2021-04-14,9228,regina
2021-04-14,725,south west
2021-04-14,1218,south central
2021-04-14,1762,south east
2021-04-14,37085,total
2021-04-15,2215,far north west
2021-04-15,353,far north central
2021-04-15,2011,far north east
2021-04-15,3520,north west
2021-04-15,3594,north central
2021-04-15,1387,north east
2021-04-15,8805,saskatoon
2021-04-15,626,central west
2021-04-15,1677,central east
2021-04-15,9319,regina
2021-04-15,729,south west
2021-04-15,1222,south central
2021-04-15,1789,south east
2021-04-15,37384,total
2021-04-16,2224,far north west
2021-04-16,353,far north central
2021-04-16,2019,far north east
2021-04-16,3544,north west
2021-04-16,3602,north central
2021-04-16,1391,north east
2021-04-16,8831,saskatoon
2021-04-16,628,central west
2021-04-16,1688,central east
2021-04-16,9377,regina
2021-04-16,747,south west
2021-04-16,1247,south central
2021-04-16,1816,south east
2021-04-16,37615,total
2021-04-17,2229,far north west
2021-04-17,353,far north central
2021-04-17,2025,far north east
2021-04-17,3573,north west
2021-04-17,3618,north central
2021-04-17,1398,north east
2021-04-17,8890,saskatoon
2021-04-17,640,central west
2021-04-17,1698,central east
2021-04-17,9463,regina
2021-04-17,768,south west
2021-04-17,1256,south central
2021-04-17,1848,south east
2021-04-17,37873,total
2021-04-18,2238,far north west
2021-04-18,353,far north central
2021-04-18,2027,far north east
2021-04-18,3594,north west
2021-04-18,3630,north central
2021-04-18,1400,north east
2021-04-18,8922,saskatoon
2021-04-18,646,central west
2021-04-18,1723,central east
2021-04-18,9569,regina
2021-04-18,774,south west
2021-04-18,1271,south central
2021-04-18,1890,south east
2021-04-18,38160,total
2021-04-19,2242,far north west
2021-04-19,353,far north central
2021-04-19,2027,far north east
2021-04-19,3624,north west
2021-04-19,3634,north central
2021-04-19,1400,north east
2021-04-19,8968,saskatoon
2021-04-19,658,central west
2021-04-19,1733,central east
2021-04-19,9651,regina
2021-04-19,783,south west
2021-04-19,1288,south central
2021-04-19,1912,south east
2021-04-19,38401,total
2021-04-20,2244,far north west
2021-04-20,353,far north central
2021-04-20,2029,far north east
2021-04-20,3643,north west
2021-04-20,3651,north central
2021-04-20,1401,north east
2021-04-20,9024,saskatoon
2021-04-20,665,central west
2021-04-20,1747,central east
2021-04-20,9757,regina
